Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,Yes,Travel_Rarely,441.0,Research & Development,14,4.0,Life Sciences,161,2,Female,72.0,3.0,1.0,Research Scientist,2,Married,4963.0,4510.0,9,Yes,18.0,3.0,1.0,3.0,7,2.0,3,5,4.0,4.0,3.0
31,No,Travel_Rarely,1112.0,Sales,5,4.0,Life Sciences,1673,1,Female,67.0,3.0,2.0,Sales Executive,4,Married,5476.0,22589.0,1,No,11.0,3.0,1.0,2.0,10,2.0,3,10,0.0,0.0,2.0
30,No,Travel_Rarely,202.0,Sales,2,1.0,Technical Degree,508,3,Male,72.0,3.0,1.0,Sales Representative,2,Married,2476.0,17434.0,1,No,18.0,3.0,1.0,1.0,1,3.0,3,1,0.0,0.0,0.0
35,No,Travel_Rarely,505.0,Sales,7,2.0,Medical,2175,3,Female,69.0,3.0,2.0,Sales Executive,1,Single,6123.0,23552.0,1,No,9.0,3.0,4.0,0.0,7,6.0,4,7,8.0,9.0,6.0
37,No,Travel_Frequently,136.0,Research & Development,5,3.0,Medical,2129,2,Female,37.0,3.0,2.0,Laboratory Technician,2,Single,4425.0,15983.0,5,No,9.0,3.0,4.0,0.0,9,5.0,3,7,2.0,1.0,2.0
30,No,Travel_Rarely,153.0,Research & Development,8,2.0,Life Sciences,1015,2,Female,73.0,4.0,3.0,Research Director,1,Married,11416.0,17802.0,0,Yes,12.0,3.0,3.0,3.0,9,4.0,2,8,7.0,1.0,7.0
35,No,Travel_Rarely,1395.0,Research & Development,9,4.0,Medical,2008,2,Male,48.0,3.0,2.0,Research Scientist,3,Single,5098.0,18698.0,1,No,19.0,3.0,2.0,0.0,10,5.0,3,10,7.0,0.0,8.0
59,No,Non-Travel,1420.0,Research & Development,2,4.0,Human Resources,140,3,Female,32.0,2.0,5.0,Manager,4,Married,16679.875,21922.0,9,No,21.0,4.0,4.0,1.0,30,3.0,3,3,2.0,2.0,2.0
27,No,Travel_Frequently,1297.0,Research & Development,5,2.0,Life Sciences,1850,4,Female,53.0,3.0,1.0,Laboratory Technician,4,Single,2379.0,19826.0,0,Yes,14.0,3.0,3.0,0.0,6,3.0,2,5,4.0,0.0,2.0
34,No,Travel_Rarely,629.0,Research & Development,27,2.0,Medical,247,4,Female,95.0,3.0,1.0,Research Scientist,2,Single,2311.0,5711.0,2,No,15.0,3.0,4.0,0.0,9,3.0,3,3,2.0,1.0,2.0
27,No,Travel_Rarely,1249.0,Sales,19,3.0,Life Sciences,2600,3,Male,74.0,2.0,2.0,Sales Executive,3,Divorced,8617.0,23757.0,1,No,15.0,3.0,3.0,2.0,7,3.0,3,13,7.0,0.0,4.0
32,No,Travel_Rarely,834.0,Research & Development,3,4.0,Life Sciences,2693,3,Female,64.0,2.0,1.0,Research Scientist,4,Married,2909.0,14774.0,1,No,10.0,3.0,3.0,1.0,2,2.0,2,2,2.0,0.0,2.0
51,No,Travel_Rarely,833.0,Research & Development,1,3.0,Life Sciences,353,3,Male,96.0,3.0,1.0,Research Scientist,4,Married,2723.0,23231.0,1,No,11.0,3.0,2.0,0.0,1,0.0,2,1,0.0,0.0,0.0
44,No,Non-Travel,981.0,Research & Development,5,3.0,Life Sciences,1471,3,Male,90.0,2.0,1.0,Laboratory Technician,3,Single,3162.0,7973.0,3,No,14.0,3.0,4.0,0.0,7,5.0,3,5,2.0,0.0,3.0
27,No,Travel_Rarely,618.0,Research & Development,4,3.0,Life Sciences,933,3,Female,76.0,3.0,1.0,Research Scientist,3,Single,2318.0,17808.0,1,No,19.0,3.0,3.0,0.0,1,2.0,3,1,1.0,0.0,0.0
48,No,Travel_Rarely,1221.0,Sales,7,3.0,Marketing,1466,3,Male,96.0,3.0,2.0,Sales Executive,1,Divorced,5486.0,24795.0,4,No,11.0,3.0,1.0,3.0,15,3.0,3,2,2.0,2.0,2.0
46,No,Travel_Rarely,641.0,Research & Development,1,4.0,Medical,2106,4,Male,96.0,3.0,3.0,Healthcare Representative,1,Divorced,9393.0,12367.0,7,No,18.0,3.0,3.0,1.0,15,3.0,3,7,2.0,0.0,3.0
44,No,Travel_Rarely,200.0,Research & Development,29,4.0,Other,1225,4,Male,32.0,3.0,2.0,Research Scientist,4,Single,4541.0,7744.0,1,No,25.0,4.0,2.0,0.0,20,3.0,3,20,11.0,13.0,17.0
35,No,Non-Travel,1177.0,Research & Development,1,2.0,Medical,2107,2,Male,91.0,3.0,2.0,Manufacturing Director,4,Divorced,5764.0,24443.0,2,No,14.0,3.0,3.0,1.0,12,6.0,3,5,7.0,1.0,7.0
20,No,Travel_Rarely,579.0,Research & Development,3,2.0,Life Sciences,2536,4,Male,63.0,3.0,1.0,Research Scientist,3,Single,3376.0,17625.0,0,No,14.0,3.0,4.0,0.0,2,2.0,4,1,2.0,1.0,2.0
29,No,Travel_Rarely,694.0,Research & Development,2,3.0,Life Sciences,2412,3,Female,86.0,2.0,4.0,Research Director,4,Divorced,16122.0,3423.0,3,No,13.0,3.0,2.0,2.0,8,2.0,2,4,7.0,1.0,7.0
49,No,Travel_Rarely,465.0,Research & Development,6,1.0,Life Sciences,1661,3,Female,41.0,2.0,4.0,Healthcare Representative,3,Married,13966.0,11652.0,2,Yes,19.0,3.0,2.0,1.0,30,3.0,3,15,11.0,2.0,12.0
40,No,Travel_Frequently,1469.0,Research & Development,7,4.0,Medical,964,4,Male,35.0,3.0,1.0,Research Scientist,2,Divorced,3617.0,25063.0,8,Yes,14.0,3.0,4.0,1.0,10,2.0,3,1,1.0,0.0,0.0
34,No,Travel_Rarely,937.0,Sales,1,3.0,Marketing,1950,3,Male,32.0,3.0,3.0,Sales Executive,4,Single,9888.0,6770.0,1,No,21.0,4.0,1.0,0.0,14,3.0,2,5,8.0,2.0,1.0
48,No,Travel_Frequently,117.0,Research & Development,22,3.0,Medical,1900,4,Female,58.0,3.0,4.0,Manager,4,Divorced,16679.875,2437.0,3,No,11.0,3.0,2.0,1.0,24,3.0,3,22,17.0,4.0,7.0
47,Yes,Non-Travel,666.0,Research & Development,29,4.0,Life Sciences,376,1,Male,88.0,3.0,3.0,Manager,2,Married,11849.0,10268.0,1,Yes,12.0,3.0,4.0,1.0,10,2.0,2,10,7.0,9.0,9.0
44,No,Non-Travel,489.0,Research & Development,23,3.0,Medical,132,2,Male,67.0,3.0,2.0,Laboratory Technician,2,Married,2042.0,25043.0,4,No,12.0,3.0,3.0,1.0,17,3.0,4,3,2.0,1.0,2.0
38,No,Non-Travel,152.0,Sales,10,3.0,Technical Degree,983,3,Female,85.0,3.0,2.0,Sales Executive,4,Single,5666.0,19899.0,1,Yes,13.0,3.0,2.0,0.0,6,1.0,3,5,3.0,1.0,3.0
39,No,Non-Travel,439.0,Research & Development,9,3.0,Life Sciences,1132,3,Male,70.0,3.0,2.0,Laboratory Technician,2,Single,6782.0,8770.0,9,No,15.0,3.0,3.0,0.0,9,2.0,2,5,4.0,0.0,3.0
47,No,Travel_Frequently,217.0,Sales,3,3.0,Medical,746,4,Female,49.0,3.0,4.0,Sales Executive,3,Divorced,13770.0,10225.0,9,Yes,12.0,3.0,4.0,2.0,28,2.0,2,22,2.0,11.0,13.0
37,No,Travel_Rarely,106.0,Sales,10,3.0,Technical Degree,2247,2,Female,87.0,2.0,2.0,Sales Executive,2,Divorced,6849.0,11588.0,7,No,12.0,3.0,2.0,1.0,9,2.0,4,2,1.0,1.0,3.0
31,No,Travel_Rarely,218.0,Sales,7,3.0,Technical Degree,416,2,Male,100.0,4.0,2.0,Sales Executive,4,Married,6929.0,12241.0,4,No,11.0,3.0,2.0,1.0,10,3.0,2,8,7.0,7.0,7.0
49,No,Travel_Frequently,1061.0,Research & Development,3,1.0,Life Sciences,2681,2,Male,40.0,3.0,5.0,Research Director,4,Married,16679.875,13735.0,3,No,18.0,3.0,4.0,0.0,29,3.0,3,4,4.0,4.0,3.0
47,No,Non-Travel,1169.0,Research & Development,14,4.0,Technical Degree,1934,3,Male,64.0,3.0,2.0,Research Scientist,2,Married,5467.0,2125.0,8,No,18.0,3.0,3.0,1.0,16,4.0,4,8,7.0,1.0,7.0
37,No,Travel_Rarely,1311.0,Research & Development,13,3.0,Medical,2489,3,Male,42.0,2.0,5.0,Research Director,3,Single,16679.875,17542.0,1,No,17.0,3.0,1.0,0.0,19,2.0,3,22,7.0,4.0,9.0
34,No,Travel_Rarely,470.0,Research & Development,2,4.0,Life Sciences,339,4,Male,84.0,2.0,2.0,Manufacturing Director,1,Married,5957.0,23687.0,6,No,13.0,3.0,2.0,1.0,13,3.0,3,11,9.0,5.0,9.0
38,No,Travel_Frequently,148.0,Research & Development,2,3.0,Medical,1675,4,Female,42.0,2.0,1.0,Laboratory Technician,2,Single,2440.0,23826.0,1,No,22.0,4.0,2.0,0.0,4,3.0,3,4,3.0,3.0,3.0
42,No,Travel_Frequently,570.0,Research & Development,8,3.0,Life Sciences,809,2,Male,66.0,3.0,5.0,Manager,4,Divorced,4967.0,16225.0,1,No,13.0,3.0,2.0,1.0,24,4.0,2,24,7.0,14.0,9.0
45,No,Travel_Rarely,194.0,Research & Development,9,3.0,Life Sciences,206,2,Male,60.0,3.0,2.0,Laboratory Technician,2,Divorced,2348.0,10901.0,8,No,18.0,3.0,3.0,1.0,20,2.0,3,17,9.0,0.0,15.0
26,Yes,Travel_Rarely,350.0,Human Resources,15,3.0,Human Resources,2694,1,Male,57.0,2.0,1.0,Human Resources,1,Divorced,2334.0,3159.0,4,Yes,12.0,3.0,4.0,3.0,3,3.0,3,5,2.0,2.0,0.0
20,No,Travel_Rarely,805.0,Research & Development,3,3.0,Life Sciences,1198,1,Male,87.0,2.0,1.0,Laboratory Technician,3,Single,3033.0,12828.0,1,No,12.0,3.0,1.0,0.0,2,2.0,2,2,2.0,1.0,2.0
21,No,Non-Travel,893.0,Sales,6,2.0,Medical,2420,1,Male,39.0,3.0,1.0,Sales Representative,4,Single,4967.0,2851.0,1,No,26.0,4.0,3.0,0.0,2,3.0,2,5,2.0,2.0,2.0
36,No,Non-Travel,1229.0,Sales,8,4.0,Technical Degree,990,1,Male,84.0,3.0,2.0,Sales Executive,4,Divorced,5079.0,25952.0,4,No,13.0,3.0,4.0,2.0,12,3.0,3,7,7.0,0.0,7.0
43,No,Travel_Rarely,1100.0,Sales,6,3.0,Marketing,2493,2,Male,87.0,3.0,5.0,Manager,3,Married,16679.875,8751.0,7,No,14.0,3.0,3.0,1.0,29,5.0,3,23,9.0,3.0,10.0
27,No,Travel_Rarely,1130.0,Sales,8,4.0,Marketing,458,2,Female,56.0,3.0,2.0,Sales Executive,2,Married,6214.0,3415.0,1,No,18.0,3.0,1.0,1.0,8,3.0,3,8,7.0,0.0,7.0
33,No,Travel_Rarely,689.0,Sales,10,3.0,Life Sciences,2112,3,Male,45.0,2.0,3.0,Manager,4,Divorced,11558.0,25291.0,9,No,22.0,4.0,3.0,1.0,10,3.0,2,2,4.0,0.0,1.0
36,No,Travel_Rarely,1157.0,Research & Development,2,4.0,Life Sciences,1556,3,Male,70.0,3.0,1.0,Sales Representative,4,Single,2644.0,17001.0,3,Yes,21.0,4.0,4.0,0.0,7,3.0,2,3,2.0,1.0,2.0
36,No,Non-Travel,694.0,Research & Development,4,4.0,Life Sciences,2429,3,Male,39.0,2.0,1.0,Research Scientist,4,Married,2980.0,22478.0,3,No,20.0,3.0,4.0,3.0,4,2.0,3,0,0.0,0.0,0.0
47,No,Travel_Rarely,1314.0,Sales,14,4.0,Marketing,2661,3,Female,78.0,3.0,2.0,Sales Executive,4,Single,4504.0,8194.0,3,No,13.0,3.0,3.0,0.0,8,1.0,4,4,1.0,0.0,4.0
34,No,Travel_Rarely,810.0,Sales,8,2.0,Technical Degree,1823,2,Male,92.0,4.0,2.0,Sales Executive,3,Married,6799.0,22128.0,1,No,21.0,4.0,3.0,2.0,10,5.0,3,10,8.0,4.0,8.0
30,No,Travel_Rarely,855.0,Sales,7,4.0,Marketing,1428,4,Female,73.0,3.0,2.0,Sales Executive,1,Divorced,4779.0,12761.0,7,No,14.0,3.0,2.0,2.0,8,3.0,3,3,2.0,0.0,2.0
43,No,Travel_Rarely,1147.0,Human Resources,8,3.0,Life Sciences,2134,3,Female,34.0,3.0,4.0,Manager,1,Married,16679.875,16615.0,0,No,14.0,3.0,3.0,1.0,10,5.0,3,19,7.0,0.0,9.0
38,No,Travel_Frequently,146.0,Research & Development,0,3.0,Medical,2275,4,Female,44.0,2.0,1.0,Laboratory Technician,2,Single,2439.0,23823.0,1,No,20.0,4.0,2.0,0.0,4,3.0,3,2,3.0,3.0,3.0
29,No,Travel_Rarely,986.0,Research & Development,3,4.0,Medical,564,2,Male,93.0,2.0,3.0,Research Director,3,Married,11935.0,21526.0,1,No,18.0,3.0,3.0,0.0,10,2.0,3,10,2.0,0.0,7.0
22,No,Travel_Rarely,604.0,Research & Development,6,1.0,Medical,675,1,Male,69.0,3.0,1.0,Research Scientist,3,Married,2773.0,12145.0,0,No,20.0,4.0,4.0,0.0,3,3.0,3,2,2.0,2.0,2.0
38,No,Travel_Frequently,1490.0,Research & Development,2,2.0,Life Sciences,556,4,Male,42.0,3.0,1.0,Laboratory Technician,3,Married,4967.0,12106.0,1,Yes,23.0,4.0,3.0,1.0,1,3.0,3,1,0.0,0.0,0.0
45,No,Travel_Frequently,1249.0,Research & Development,7,3.0,Life Sciences,425,1,Male,97.0,3.0,3.0,Laboratory Technician,1,Divorced,5210.0,20308.0,1,No,18.0,3.0,1.0,1.0,24,2.0,3,24,9.0,9.0,11.0
35,No,Travel_Frequently,1199.0,Research & Development,18,4.0,Life Sciences,2049,3,Male,80.0,3.0,2.0,Healthcare Representative,3,Married,5689.0,24594.0,1,Yes,14.0,3.0,4.0,2.0,10,2.0,4,10,2.0,0.0,2.0
57,No,Travel_Rarely,593.0,Research & Development,1,4.0,Medical,482,4,Male,88.0,3.0,2.0,Healthcare Representative,3,Married,6755.0,2967.0,2,No,11.0,3.0,3.0,0.0,15,2.0,3,3,2.0,1.0,2.0
29,No,Travel_Rarely,1176.0,Sales,3,2.0,Medical,690,2,Female,62.0,3.0,2.0,Sales Executive,3,Married,5561.0,3487.0,1,No,14.0,3.0,1.0,1.0,6,5.0,2,6,0.0,1.0,2.0
31,No,Non-Travel,1284.0,Sales,1,3.0,Marketing,2651,4,Female,65.0,3.0,2.0,Sales Executive,2,Single,4967.0,10700.0,8,No,17.0,3.0,4.0,0.0,12,2.0,3,8,7.0,1.0,7.0
28,No,Non-Travel,280.0,Human Resources,1,2.0,Life Sciences,1858,3,Male,43.0,3.0,1.0,Human Resources,4,Divorced,2706.0,10494.0,1,No,15.0,3.0,2.0,1.0,3,2.0,3,3,2.0,2.0,2.0
47,No,Travel_Rarely,955.0,Sales,4,2.0,Life Sciences,1003,4,Female,83.0,3.0,2.0,Sales Executive,4,Single,4163.0,8571.0,1,Yes,17.0,3.0,3.0,0.0,9,0.0,3,9,0.0,0.0,7.0
43,Yes,Travel_Rarely,378.0,Sales,10,3.0,Marketing,2100,1,Male,54.0,3.0,3.0,Sales Executive,4,Divorced,10093.0,15985.0,4,No,14.0,3.0,1.0,1.0,25,1.0,4,8,7.0,4.0,3.0
39,No,Travel_Rarely,1329.0,Sales,4,4.0,Life Sciences,182,4,Female,47.0,2.0,2.0,Sales Executive,3,Married,5902.0,14590.0,4,No,14.0,3.0,3.0,1.0,17,1.0,4,15,11.0,5.0,9.0
29,Yes,Travel_Rarely,408.0,Research & Development,25,5.0,Technical Degree,565,3,Female,71.0,2.0,1.0,Research Scientist,2,Married,2546.0,18300.0,5,No,16.0,3.0,2.0,0.0,6,2.0,3,2,2.0,1.0,1.0
42,No,Travel_Frequently,1474.0,Research & Development,5,2.0,Other,591,2,Male,97.0,3.0,1.0,Laboratory Technician,3,Married,2093.0,9260.0,4,No,17.0,3.0,4.0,1.0,8,4.0,3,2,2.0,2.0,0.0
32,No,Travel_Frequently,1005.0,Research & Development,2,2.0,Life Sciences,8,4,Male,79.0,3.0,1.0,Laboratory Technician,4,Single,3068.0,11864.0,0,No,13.0,3.0,3.0,0.0,8,2.0,2,7,7.0,3.0,6.0
36,No,Travel_Rarely,1334.0,Research & Development,3,3.0,Technical Degree,2320,4,Female,77.0,3.0,3.0,Research Director,1,Married,13585.0,16289.0,1,No,15.0,3.0,2.0,1.0,17,3.0,3,15,12.0,5.0,11.0
32,No,Travel_Rarely,801.0,Sales,1,4.0,Marketing,2016,3,Female,48.0,3.0,3.0,Sales Executive,4,Married,10422.0,24032.0,1,No,19.0,3.0,3.0,2.0,14,3.0,3,14,10.0,5.0,7.0
24,Yes,Travel_Frequently,342.0,Research & Development,4,3.0,Life Sciences,2508,1,Male,56.0,3.0,1.0,Research Scientist,1,Married,2043.0,15348.0,6,Yes,17.0,3.0,2.0,1.0,4,2.0,3,4,2.0,1.0,2.0
36,No,Travel_Rarely,967.0,Research & Development,3,2.0,Technical Degree,2305,4,Male,78.0,4.0,1.0,Laboratory Technician,2,Single,2562.0,16623.0,5,No,14.0,3.0,3.0,0.0,7,4.0,2,4,0.0,0.0,0.0
48,Yes,Travel_Rarely,626.0,Research & Development,1,2.0,Life Sciences,64,1,Male,98.0,2.0,3.0,Laboratory Technician,3,Single,5381.0,19294.0,9,Yes,13.0,3.0,4.0,0.0,23,2.0,3,5,0.0,0.0,0.0
31,No,Travel_Rarely,664.0,Research & Development,18,3.0,Life Sciences,2089,3,Male,61.0,3.0,1.0,Research Scientist,4,Single,2343.0,22674.0,1,No,16.0,3.0,1.0,0.0,9,1.0,3,4,5.0,1.0,5.0
49,No,Travel_Rarely,301.0,Research & Development,22,4.0,Other,1655,3,Female,72.0,3.0,4.0,Research Director,2,Married,16413.0,3498.0,3,No,16.0,3.0,2.0,2.0,27,2.0,3,4,2.0,1.0,2.0
44,No,Non-Travel,111.0,Research & Development,16,3.0,Life Sciences,2675,4,Male,76.0,1.0,1.0,Research Scientist,3,Single,2292.0,4276.0,2,No,11.0,3.0,4.0,0.0,8,3.0,3,0,0.0,0.0,0.0
31,No,Travel_Rarely,1463.0,Research & Development,23,3.0,Medical,367,2,Male,64.0,2.0,2.0,Healthcare Representative,4,Married,5582.0,14408.0,0,No,21.0,4.0,2.0,1.0,10,2.0,3,9,0.0,7.0,8.0
36,No,Non-Travel,979.0,Research & Development,1,4.0,Medical,308,3,Male,90.0,1.0,2.0,Manufacturing Director,3,Married,4345.0,4381.0,0,No,12.0,3.0,4.0,1.0,6,2.0,3,5,4.0,1.0,4.0
47,No,Travel_Rarely,202.0,Research & Development,2,2.0,Other,820,3,Female,33.0,3.0,4.0,Manager,4,Married,16679.875,12982.0,1,Yes,11.0,3.0,3.0,1.0,26,3.0,2,26,14.0,3.0,0.0
38,No,Travel_Frequently,240.0,Research & Development,2,4.0,Life Sciences,803,1,Female,75.0,4.0,2.0,Manufacturing Director,1,Single,5980.0,26085.0,6,Yes,12.0,3.0,4.0,0.0,17,2.0,3,15,7.0,4.0,12.0
44,No,Travel_Rarely,1146.0,Human Resources,13,3.0,Human Resources,2455,3,Female,32.0,3.0,4.0,Manager,1,Married,16679.875,16618.0,0,No,15.0,3.0,3.0,1.0,19,5.0,3,23,7.0,0.0,9.0
46,No,Travel_Rarely,1181.0,Research & Development,28,3.0,Medical,2080,1,Male,87.0,3.0,3.0,Healthcare Representative,3,Single,8636.0,13084.0,2,No,20.0,4.0,2.0,0.0,27,3.0,3,16,14.0,12.0,11.0
46,Yes,Travel_Rarely,377.0,Sales,9,3.0,Marketing,1457,1,Male,52.0,3.0,3.0,Sales Executive,4,Divorced,10096.0,15986.0,4,No,11.0,3.0,1.0,1.0,28,1.0,3,7,7.0,4.0,3.0
24,No,Non-Travel,457.0,Research & Development,24,2.0,Other,2279,2,Female,87.0,2.0,1.0,Research Scientist,3,Married,2813.0,10290.0,1,Yes,14.0,3.0,2.0,0.0,1,2.0,2,1,2.0,1.0,3.0
34,No,Travel_Rarely,970.0,Research & Development,8,2.0,Medical,757,2,Female,96.0,3.0,2.0,Healthcare Representative,3,Single,6142.0,7360.0,3,No,11.0,3.0,4.0,0.0,10,2.0,3,5,1.0,4.0,3.0
35,No,Travel_Rarely,1239.0,Sales,16,4.0,Medical,2622,4,Male,39.0,3.0,3.0,Sales Executive,3,Divorced,8630.0,22914.0,1,No,21.0,3.0,3.0,1.0,10,2.0,2,10,7.0,1.0,1.0
50,No,Travel_Rarely,967.0,Research & Development,4,2.0,Technical Degree,2513,3,Male,76.0,4.0,1.0,Laboratory Technician,2,Single,16679.875,16618.0,5,No,12.0,3.0,3.0,0.0,6,4.0,2,1,0.0,0.0,0.0
30,No,Travel_Rarely,852.0,Research & Development,1,1.0,Life Sciences,104,4,Male,55.0,2.0,2.0,Laboratory Technician,4,Married,5126.0,15998.0,1,Yes,12.0,3.0,3.0,2.0,10,1.0,2,10,8.0,3.0,0.0
30,No,Travel_Rarely,117.0,Research & Development,7,3.0,Medical,2192,1,Male,63.0,3.0,1.0,Research Scientist,4,Married,2783.0,6311.0,0,No,15.0,3.0,2.0,1.0,18,5.0,3,12,10.0,4.0,10.0
31,No,Travel_Rarely,680.0,Research & Development,22,3.0,Life Sciences,2314,2,Female,37.0,2.0,1.0,Research Scientist,4,Married,2932.0,20340.0,1,No,14.0,3.0,2.0,0.0,12,3.0,3,11,9.0,8.0,7.0
28,No,Travel_Rarely,685.0,Research & Development,2,1.0,Medical,2479,1,Male,38.0,2.0,1.0,Research Scientist,4,Single,3907.0,4048.0,0,No,15.0,3.0,4.0,0.0,3,2.0,3,4,3.0,1.0,1.0
38,No,Travel_Rarely,397.0,Research & Development,7,2.0,Medical,1638,4,Female,54.0,2.0,3.0,Manufacturing Director,3,Married,7756.0,14199.0,3,Yes,19.0,3.0,4.0,1.0,10,6.0,4,5,4.0,0.0,2.0
30,Yes,Travel_Frequently,334.0,Sales,26,4.0,Marketing,299,3,Female,52.0,2.0,2.0,Sales Executive,1,Single,6696.0,22967.0,5,No,15.0,3.0,3.0,0.0,9,5.0,2,6,3.0,0.0,1.0
31,Yes,Travel_Rarely,1079.0,Sales,16,4.0,Marketing,1761,1,Male,70.0,3.0,3.0,Sales Executive,3,Married,8161.0,19002.0,2,No,13.0,3.0,1.0,3.0,10,2.0,3,1,0.0,0.0,0.0
44,Yes,Travel_Rarely,935.0,Research & Development,3,3.0,Life Sciences,1333,1,Male,89.0,3.0,1.0,Laboratory Technician,1,Married,2362.0,14669.0,4,No,12.0,3.0,3.0,0.0,10,4.0,4,3,2.0,1.0,2.0
44,No,Travel_Rarely,1467.0,Research & Development,20,3.0,Life Sciences,1475,4,Male,49.0,3.0,1.0,Research Scientist,2,Single,3420.0,21158.0,1,No,13.0,3.0,3.0,0.0,6,3.0,2,5,2.0,1.0,3.0
33,No,Travel_Rarely,816.0,Research & Development,15,5.0,Life Sciences,2135,3,Male,47.0,4.0,2.0,Research Scientist,1,Married,5207.0,26311.0,1,No,13.0,3.0,4.0,0.0,16,2.0,3,17,15.0,1.0,10.0
30,No,Travel_Rarely,1275.0,Research & Development,28,2.0,Medical,441,4,Female,64.0,3.0,2.0,Research Scientist,4,Married,5775.0,11934.0,1,No,13.0,3.0,4.0,2.0,11,2.0,3,10,8.0,1.0,9.0
46,No,Travel_Rarely,968.0,Research & Development,5,2.0,Technical Degree,2204,4,Male,77.0,4.0,1.0,Laboratory Technician,2,Single,2560.0,16619.0,5,No,10.0,3.0,3.0,0.0,5,4.0,2,2,0.0,0.0,0.0
37,No,Travel_Rarely,1276.0,Research & Development,16,3.0,Life Sciences,2362,4,Male,74.0,3.0,3.0,Healthcare Representative,3,Married,7630.0,14297.0,4,Yes,15.0,3.0,3.0,0.0,11,2.0,3,10,7.0,0.0,0.0
21,Yes,Travel_Rarely,337.0,Sales,7,1.0,Marketing,1780,2,Male,31.0,3.0,1.0,Sales Representative,2,Single,2679.0,4567.0,1,No,13.0,3.0,2.0,0.0,1,3.0,3,1,0.0,1.0,0.0
45,No,Travel_Rarely,1335.0,Research & Development,1,4.0,Other,2537,1,Male,100.0,2.0,2.0,Healthcare Representative,4,Single,6783.0,17081.0,3,No,21.0,4.0,2.0,0.0,16,6.0,3,0,0.0,0.0,0.0
45,No,Travel_Rarely,252.0,Research & Development,2,3.0,Life Sciences,834,2,Female,95.0,2.0,1.0,Research Scientist,3,Single,2274.0,6153.0,1,No,14.0,3.0,4.0,0.0,1,3.0,3,1,0.0,0.0,0.0
27,No,Travel_Frequently,591.0,Research & Development,2,3.0,Medical,1648,4,Male,87.0,3.0,1.0,Research Scientist,4,Single,2580.0,6297.0,2,No,13.0,3.0,3.0,0.0,6,0.0,2,4,2.0,1.0,2.0
24,No,Travel_Rarely,771.0,Research & Development,1,2.0,Life Sciences,1981,2,Male,45.0,2.0,2.0,Healthcare Representative,3,Single,4617.0,14120.0,1,No,12.0,3.0,2.0,0.0,4,2.0,2,4,3.0,1.0,2.0
22,No,Travel_Rarely,882.0,Research & Development,20,1.0,Medical,2381,4,Male,65.0,3.0,1.0,Laboratory Technician,4,Married,3666.0,9077.0,2,No,14.0,3.0,3.0,3.0,9,6.0,2,1,2.0,1.0,2.0
36,Yes,Travel_Rarely,1329.0,Research & Development,7,3.0,Life Sciences,1649,1,Male,73.0,3.0,1.0,Laboratory Technician,1,Single,2166.0,3339.0,2,Yes,14.0,3.0,2.0,0.0,10,3.0,1,4,2.0,0.0,3.0
32,No,Non-Travel,1109.0,Research & Development,29,4.0,Medical,1046,3,Female,69.0,3.0,1.0,Laboratory Technician,3,Single,4025.0,11135.0,9,No,12.0,3.0,2.0,0.0,10,2.0,3,8,7.0,7.0,7.0
39,No,Travel_Rarely,722.0,Sales,24,1.0,Marketing,2056,2,Female,60.0,2.0,4.0,Sales Executive,4,Married,12031.0,8828.0,0,No,11.0,3.0,1.0,1.0,21,2.0,2,20,9.0,9.0,6.0
36,No,Travel_Rarely,936.0,Sales,1,3.0,Marketing,2453,1,Male,34.0,3.0,3.0,Sales Executive,4,Single,9887.0,6770.0,2,No,21.0,4.0,1.0,0.0,15,3.0,2,12,8.0,2.0,1.0
41,No,Travel_Rarely,933.0,Research & Development,9,4.0,Life Sciences,200,3,Male,94.0,3.0,1.0,Laboratory Technician,1,Married,2238.0,6961.0,2,No,21.0,4.0,4.0,1.0,7,2.0,3,5,0.0,1.0,4.0
52,No,Travel_Frequently,322.0,Research & Development,28,2.0,Medical,1401,4,Female,59.0,4.0,4.0,Manufacturing Director,3,Married,13247.0,9731.0,2,Yes,11.0,3.0,2.0,1.0,24,3.0,2,5,3.0,0.0,2.0
36,No,Travel_Rarely,530.0,Sales,2,4.0,Life Sciences,1710,3,Female,51.0,3.0,2.0,Sales Representative,4,Single,4502.0,7439.0,3,No,15.0,3.0,3.0,0.0,17,2.0,2,13,7.0,6.0,7.0
28,No,Travel_Frequently,467.0,Sales,7,3.0,Life Sciences,1507,3,Male,55.0,3.0,2.0,Sales Executive,1,Single,4898.0,11827.0,0,No,14.0,3.0,4.0,0.0,5,5.0,3,4,2.0,1.0,3.0
34,Yes,Travel_Frequently,234.0,Research & Development,9,4.0,Life Sciences,1807,4,Male,93.0,3.0,2.0,Laboratory Technician,1,Married,5346.0,6208.0,4,No,17.0,3.0,3.0,1.0,11,3.0,2,7,1.0,0.0,7.0
